id,type,category_sel,agreement,mail,name,genre_sel,group_sel,description,addr_sel,addr,area_sel,takeaway_sel,takeaway_menu,takeaway_note,delivery_demaekan,delivery_ubereats,delivery_own,delivery_other,delivery_note,phone,open_day,payment_cash,payment_card,payment_qr,payment_emoney,payment_note,website,twitter,facebook,instagram,line,sns_other,transportation,diet_note,allergy_note,latitude,longitude,covid19_note,note,expired_shop_date,closes_shop_date,soldout_takeaway_date,soldout_delivery_date,created_date,update_date
39,1,3,1,,JAGA,7,1,一度見たら忘れられない巨大なナンとおいしいカレーが食べられるのはここだけ！,神奈川県川崎市中原区,新丸子町717多摩川ロイヤルマンション1F,1,1,ランチセット650円、ディナー弁当1000円、単品持ち帰り可,,1,0,0,0,,,"11:00～15:00 17:00～23:00 （L/O 22:30）
定休日なし",0,0,0,0,,,,jaga.shinmaruko,,,,"東急東横線「新丸子」駅　西口から徒歩3分
新丸子駅から176m",ベジタリアンメニューあり,,35.582039,139.660599,スタッフの手洗いうがい、アルコール消毒を気を付けています,お持ち帰り、デリバリー（出前館含め）共に通常通り行っています。ディナー弁当はボリュームがありお得です。,,,,,2020-04-27 15:45:15,2020-04-27 15:45:15
38,1,1,1,,サパナマハル,7,1,川崎市中原区のブレーメン通りにあるアジアンレストランサパナマハル です。,神奈川県川崎市中原区,木月3-13-30 木月3丁目店舗 2F,1,1,,,0,0,0,0,,0444116760,"ランチタイム
平日11:00～15:00
土祝11:00～16:00
日11:00～14:00

ディナータイム
平日17:00～23:00(LO22:30)
土祝16:00～23:00(LO22:30)
日17:30～23:00(LO22:30)
定休日無休　(1月1日,2日お休み)",0,0,0,0,,,,,,,,"元住吉駅より徒歩8分
ブレーメン通り沿い
元住吉駅から450m",ご相談いただければベジタリアン・ヴィーガンメニューも対応可能です。,,35.565067,139.649277,,"新型コロナウィルス感染症に伴い政府や神奈川県からの営業自粛要請により
4月15日(水)〜5月6日(水)まで営業を自粛させていただきます。また皆様と笑顔でお会いできる事を祈っております。",,,,,2020-04-27 15:01:22,2020-04-27 15:27:37
37,1,1,1,,ガーデンテラス NewYork Grill SYOCA,5,-1,溝の口エリアのラポルテ姉妹店 ガーデンテラス NewYork Grill SYOCA,神奈川県川崎市高津区,久本１-16-21　フィオーレの森2号館　1F,3,1,"若鳥のやわらかコンフィー：650円
岩手産短角牛のふんわりハンバーグ：500円
彩野菜のピクルス：400円
スパイシーカレーソース：650円
パテ・ド・カンパーニュ：680円
岩手県産そらくもポークリエット：580円
ヴルストシュネッケ：980円
オードブル盛り合わせ：2,500円～","テイクアウトのご注文・お問合せは……044-863-9986
※月曜日のみこちらへ　044-948-7728",0,0,0,0,,044-948-7728,月、木、金、祝前日: 11:30～14:30 （料理L.O. 14:30 ドリンクL.O. 14:30） 17:30～21:00 （料理L.O. 21:00 ドリンクL.O. 21:00） 水、土、日、祝日: 11:30～21:00 （料理L.O. 21:00 ドリンクL.O. 21:00）,0,0,0,0,,https://syoca.owst.jp/gallery,,,,,,溝の口駅徒歩7分,,,35.59591108,139.6125627,,,,,,,2020-04-27 12:14:23,2020-04-27 12:14:23
36,1,1,1,,Francais La Porte,5,-1,溝の口のイタリアン・フレンチ,神奈川県川崎市高津区,久本１丁目１６−２０ フィオーレの森 リラ館１F,3,1,"若鳥のやわらかコンフィー：650円
岩手産短角牛のふんわりハンバーグ：500円
彩野菜のピクルス：400円
スパイシーカレーソース：650円
パテ・ド・カンパーニュ：680円
岩手県産そらくもポークリエット：580円
ヴルストシュネッケ：980円
オードブル盛り合わせ：2,500円～",,0,0,0,0,,044-863-9986,火～金、祝前日: 11:30～15:00 （料理L.O. 14:00 ドリンクL.O. 14:00） 18:00～22:00 （料理L.O. 21:00 ドリンクL.O. 21:00） 土、日、祝日: 11:30～15:00 （料理L.O. 14:30 ドリンクL.O. 14:30） 18:00～22:00 （料理L.O. 21:00 ドリンクL.O. 21:00）,0,0,0,0,,https://laporte.owst.jp/,,,,,,溝の口駅徒歩7分,,,35.59603758,139.6126431,,,,,,,2020-04-27 11:58:53,2020-04-27 11:58:53
35,1,1,1,,VINCOLO （ばんころ）,12,-1,,神奈川県川崎市高津区,久本2-1-1 アーバンライフ溝の口 1F,3,1,"特製ギョウザ：500円
わがままイチゴのケーキサンド：400円
ライスコロッケ：200円
ビーフカレー弁当：800円
から揚げ：500円",,0,0,0,0,,080-9658-1730,,0,0,0,0,,https://www.facebook.com/VINcolotowine/,,VINcolotowine,,,,溝の口駅徒歩5分,,,35.59732437,139.6131366,,,,,,,2020-04-27 11:21:48,2020-04-27 11:21:48
34,1,1,1,,カッツ・ロイファー,5,-1,ドイツ料理カフェ,神奈川県川崎市高津区,久本2丁目8-1　フィオーレの森３号館２階,3,1,"ケーゼシュペッツレ：1,000円
ドイツの名物ソーセージ：1,200円
100gソーセージシリース：1,000円
アイスバイン：1,000円
ジャーマンポテト：600円
プレッツェル：400円～",,0,0,0,0,,044-872-9008,"11:00-20:00
※日曜日・月曜日定休",0,0,0,0,,https://katze-laeufer.jimdofree.com/,,,,,,溝の口徒歩7分,,,35.59584129,139.6130025,,,,,,,2020-04-27 11:05:57,2020-04-27 11:05:57
33,1,1,1,,鳳凰閣,2,-1,溝の口の中華居酒屋　すべて手作り本格中華料理をリーズナブルなお値段でご提供致します！,神奈川県川崎市高津区,久本1-2-2　SKIPSビル2F,3,1,"春巻き：300円
手作り焼き餃子：300円
広東風エビ肉シュウマイ：300円
若鳥唐揚げ：300円
芝エビチリソース煮：800円
黒酢スブタ：700円
鶏肉のカシューナッツ炒め：700円
チンジャオロース：600円
中華丼：600円
マーボーナス丼：600円
マーボー豆腐丼：500円
五目チャーハン：600円",,0,0,0,0,,044-856-0065,ランチ11：00～14：30　ディナー17：00～24：00,0,0,0,0,,http://www.hououkaku.com/,,,,,,溝の口駅徒歩1分,,,35.59882923,139.6096176,,,,,,,2020-04-26 16:20:24,2020-04-26 16:20:24
32,1,1,1,,酒彩蕎麦 初代,3,-1,溝の口至近に構える当店は、一流デザイナーが手がけた落ち着ける空間でこだわりの食材による絶品のおそばをお楽しみいただけます。また6種のお塩でいただく天ぷらは絶品です。,神奈川県川崎市高津区,久本1-2-1 インフィールド溝口 2F,3,1,"天重：1,000円
豚ロースステーキ重弁当：750円
牛しぐれ煮重弁当：750円
山椒と穴子の炊込み重弁当：750円
初代の白いカレーうどん：1,000円
生蕎麦：1,000円
鴨きざみ蕎麦：750円
天ざる（エビ1本・野菜4点）：880円
天ざる（エビ2本・野菜4点）：1,100円",,0,0,0,0,,044-860-5588,"月～金 <ランチ>11:30～15:00（L.O.14:30）　17:00～翌1:00（L.O.24:30）
土・日・祝 11:30～翌1:00（L.O.24:30）",0,0,0,0,,http://shodai-food.com/shodai_02/,,,,,,溝ノ口駅徒歩1分,,,35.59869401,139.6098483,,,,,,,2020-04-26 10:32:50,2020-04-26 10:32:50
31,1,1,1,,やむやむ,3,-1,みんなで焼いて楽しめる！お好み焼き・もんじゃ焼き♪ドリンク種類豊富！駅近で便利☆,神奈川県川崎市高津区,下作延2-4-8,3,1,,,0,0,0,0,,044-872-7757,"月～日、祝日、祝前日: 11:00～15:00 （料理L.O. 15:00 ドリンクL.O. 15:00） 16:00～20:00 （料理L.O. 19:00 ドリンクL.O. 19:00）
土日ランチは全品100円引き♪",0,0,0,0,,https://yumyum8686.owst.jp/,yumyum_nokuchi,,,,,溝の口駅徒歩5分,,,35.60020321,139.6073484,,,,,,,2020-04-26 10:19:54,2020-04-26 10:19:54
30,1,3,1,,個室ダイニング 韓国料理 KOUYA‐倖屋‐,7,-1,"溝の口にひっそり佇むコスパ抜群の韓国料理店　チーズタッカルビやサムギョプサル食べ放題など2,000円～ご用意しております　人気の完全個室も2名様～最大20名様迄ご用意しております",神奈川県川崎市高津区,,-1,1,"チーズハットク：500円
海鮮チヂミ：900円
キンパ：750円
海鮮チャプチェ：900円
トッポギ：750円
家庭用サムギョプサルセット：1,980円
サムギョプサル弁当：1,000円
チーズタッカルビ弁当：1,000円
のり弁：600円
ビビンバ：850円",わがまま聞きます！お店にはたくさん食材があります。「こんなの食べたい！」とか「これ作ってほしい」等あればお気軽にお電話ください！可能な限り対応致します！,1,0,1,0,"1回1,000円以上のご注文から配達。配達料は１回のご注文で300円、2,000円以上のご注文で無料。１回のご注文で5,000円以上のご注文の場合は500円引きとさせていただきます。",044-871-1616,"月～金：11:30-15:00,16:00-24:00
土日祝：13:00-24:00",0,0,0,0,,https://gax6115.gorp.jp/,,,,コリヤンキッチン 倖屋,,溝の口駅徒歩3分,,,35.60016831,139.6068925,"予防対策としてマスクの着用を実施しております。マスクの下はにっこり笑顔です。
手洗い・アルコール消毒を従業員一同徹底しております。
備え付けのアルコール消毒はご自由にお使いください。",,,,,,2020-04-26 10:06:09,2020-04-26 10:06:09
29,1,3,1,,インド•ネパール料理 YABIN 溝の口店,7,-1,本格インド・ネパール・タイ料理レストランYABIN,神奈川県川崎市高津区,下作延２丁目７−３,3,1,カレーセット：500円～,,0,0,1,0,,044-863-0558,"11:00-15:00
17:00-20:00",1,0,1,0,,https://yabin2015.jimdofree.com/,,,,,,溝の口駅徒歩4分,,,35.60028608,139.6065062,,,,,,,2020-04-26 09:23:36,2020-04-26 09:23:36
28,1,1,1,,タベルナ ヴァッカ クアットロ,4,-1,高津区下作延にある畑の隣のイタリアン　隣の畑で採れた新鮮なお野菜と季節を感じる食材とのマリアージュをお楽しみください！,神奈川県川崎市高津区,下作延５丁目４−１５,3,1,,,0,0,0,0,,044-571-6942,"ランチ：11:30-14:30
ディナー：自粛営業
定休日：月曜日",0,0,0,0,,https://www.facebook.com/tavernavacca20090205,,tavernavacca20090205,,,,"津田山駅徒歩5分
溝の口駅徒歩10分",,,35.6005696,139.6017587,,,,,,,2020-04-26 09:13:47,2020-04-26 09:13:47
27,1,2,1,,タイレストラン コピーピー 小杉店,7,1,コピーピーへようこそ KohPhiPhiの名前の由来は… 「コ」はタイ語で島。プーケットから南東へドボードで約一時間半の 観光で有名なきれいな島です。店内はタイのビーチにあるような気取らないレストランを再現し、リラックスした雰囲気です。,神奈川県川崎市中原区,川崎市中原区 新丸子町 915-2 サミットビル 1F,1,1,,ディナータイムのテイクアウト。3品で500円引きです^ ^ LINEでのご注文がスムーズです。,0,1,0,0,,,,0,0,0,0,,,,https://www.facebook.com/kohphiphi.mk,kohphiphi_kosugi,KPP,,"JR南武線武蔵小杉駅北口より徒歩3分
東急東横線武蔵小杉駅北口より徒歩3分
東急目黒線新丸子駅より徒歩3分
武蔵小杉駅から273m",,,35.57616,139.655716,アルコール除菌・手洗い必須、席の間引き,,,,,,2020-04-25 17:46:53,2020-04-25 17:50:24
26,1,1,1,,小杉らぁめん夢番地,10,1,,神奈川県川崎市中原区,小杉町3-1301武蔵小杉西街区ビル1F,1,1,"台湾まぜそば：850円
カレーまぜそば：900円
チャーシュー丼：380円",,0,0,0,0,,044-739-0921,"月～土曜日:11:30-23:45
日曜日:11:30-18:00",0,0,0,0,,https://twitter.com/yumebangchi,yumebangchi,,,,,武蔵小杉駅徒歩1分,,,35.57558578,139.6592706,お客様側アルコールの設置、客席都度アルコール除菌、スタッフマスク着用、席数の間引き、出勤時体温測定,,,,,,2020-04-25 16:47:10,2020-04-25 16:47:10
24,1,3,1,,銀座洋食三笠会館武蔵小杉店,5,1,三笠会館伝統の洋食メニューをカジュアルで木のぬくもりあふれる落ち着いた空間でお召し上がりいただけます,神奈川県川崎市中原区,小杉町２丁目276ｰ1 パークシティ武蔵小杉 ザ･ガーデンタワーズイースト1階,1,1,"骨付き鶏の唐揚げ　胡麻塩&マスタード添え¥1050 (追加1個¥210)
スペシャルインドカレー　¥1670
粗挽きハンバーグステーキ　特製デミグラスソース　¥1400
三笠オリジナルスパゲッティナポリタン　¥1190
白身魚のムニエル　¥1670
粗挽きハンバーグステーキチェダーチーズ　デミグラス&トマトのWソース　¥1600
厚切りやまと豚ソテー　ジンジャーソース　¥1670
赤ワイン蒸しあげた牛頬のブレゼ　特製デミグラスソース　マッシュポテト添え　¥1670
ズワイ蟹のクリームコロッケ(2ヶ) ¥1300
スパゲッティミートソース　¥1110
海老ドライカレー　¥1000
前菜3種　¥470
やまと豚のフランクグリル&フライドポテト　¥1020
季節野菜で仕込んだポタージュスープ　¥390","お電話での御注文も承っております。
11時から21時ラストオーダー",0,1,0,0,,044-299-6571,,0,0,0,0,,https://www.mikasakaikan.co.jp/restaurant/yoshoku/ginzayoshoku-mikasakaikan-musashikosugi/index/,,,,,,武蔵小杉駅徒歩5分,,,35.57748808,139.6568674,"入り口にて手洗い場&アルコール設置
弱酸性次亜塩素酸水による空間除菌
他グループとの距離を取った席案内",お客様に安心してお食事頂ける様取り組んでおります。,,,,,2020-04-25 16:34:53,2020-04-25 16:34:53
23,1,1,1,,串焼文福　武蔵小杉店,6,1,国産の新鮮な豚、鶏、野菜を 使用し、常にお客様のご満足を第一に考えている武蔵小杉駅近くの串焼き店,神奈川県川崎市中原区,中原区小杉町3-430　伊藤ビル3階,1,1,,"17時より受け取り可能。
ご注文はお電話でも直接ご来店でも大丈夫です。",0,0,0,0,,0447-228-828,,0,0,0,0,,http://www.kushiyaki-bunpuku.com/?viewmode=default,,,,,,武蔵小杉駅徒歩2分,,,35.57505347,139.6585035,,,,,,,2020-04-25 16:24:14,2020-04-25 16:24:14
22,1,1,1,,ブーランジェリー ベルマティネ,13,1,新丸子駅近くにあるパン屋,神奈川県川崎市中原区,新丸子東1-829-4,1,1,全商品,,0,0,0,0,,044-434-6781,,0,0,0,0,,https://www.instagram.com/boulangerie_belle_matinee/,,,boulangerie_belle_matinee,,,新丸子駅徒歩2分,,,35.58023675,139.6629506,手洗い・アルコール消毒・換気・冷めたパンから袋詰めしています。触れる箇所(入口ドア等)には、常にアルコール拭きを徹底しています。,美味しいパンをお届けできるように日々努力していますので、今後もよろしくお願いします。,,,,,2020-04-25 16:15:16,2020-04-25 16:15:16
21,1,1,1,,ふらんす食堂M,5,1,向河原駅徒歩3分の本格フレンチ,神奈川県川崎市中原区,下沼部1763-38 1F,1,1,アラカルト全て,お時間頂戴しますので、事前にお電話下さいますようお願いいたします。,0,0,0,0,,044-920-9495,"ランチ：11:30-14:30
ディナー：17:00-20:00
※火曜日定休",0,0,0,0,,https://www.facebook.com/bistrom753,,bistrom753,,,,"向河原駅徒歩3分
武蔵小杉駅(横須賀線口)徒歩7分",,,35.57330818,139.668771,アルコール除菌、手洗い、換気,,,,,,2020-04-25 12:20:33,2020-04-25 12:20:33
20,1,1,1,,GIRASOL,12,1,武蔵小杉駅から徒歩７分のGirasol～ヒラソル～ アットホームな雰囲気の店内で お客様だけではなく、スタッフを含めた全ての方が明るくそして笑顔になれるようにスペイン語から「ひまわり」を意味している「ヒラソル」と名付けました。,神奈川県川崎市中原区,小杉御殿町 2-42 亜衣フラット武蔵小杉 101,1,1,"お肉３種盛り合わせ
黒毛和牛A5ローストビーフ丼
7種前菜盛り合わせ
ヒラソルサンドイッチ
ヒラソル特製カレーライス",受付時間は17時〜22時30分、事前にご連絡頂ければ、調整してお作りします。,0,0,0,0,,044-322-8889,"平日：17:00-23:30(Lo22:30)
土日祝日：14:00-23:30(Lo22:30)",0,0,0,0,,http://dsc1515.com/,,868282383350396,,,,武蔵小杉駅徒歩7分,,,35.57750117,139.6535897,アルコールスプレーを店内に置いている手洗い、うがい、換気の徹底,お気軽にお越しください！スタッフ一同心よりお待ちしております！,,,,,2020-04-25 11:56:20,2020-04-25 11:56:20
19,1,1,1,,Funk Spice,12,1,武蔵小杉にある肉BALです！DJプレイやライブ等音楽イベントを開催しております！お酒だけの方やお一人の方も大歓迎です！,神奈川県川崎市中原区,小杉町3-26 安藤ビル102,1,1,カレー、ガパオ、タコライス、ロコモコ、肉盛り合わせ 等,"事前にお電話ください
受け付け時間は19時から24時です",0,0,0,0,,044-712-8400,"Lunch：11:45-14:00 
Dinner：19:00-",0,0,0,0,,https://www.instagram.com/funk_spice_k/,funk_spice,Funk-Spice-520524251473245,funk_spice_k,,,武蔵小杉駅徒歩5分,,,35.57560759,139.6554029,アルコール除菌,,,,,,2020-04-25 11:33:47,2020-04-25 11:33:47
18,1,3,1,,パンジャビ・ダバ,7,1,新丸子駅と武蔵小杉駅の中間あたりにある本格的なインド料理のお店,神奈川県川崎市中原区,小杉町１丁目５１９ 田原ビル1F,1,1,"ランチタイム限定テイクアウト（15：00迄）：500円～
ディナータイム：1300円～","1　ランチ、ディナーともに取りに来られる時間をご指定くださればご用意しておきます。
2　ランチタイムは15：30迄に取りに来てください。",1,1,1,0,,044-455-5449,"月:11:00-22:30
火:11:00-22:30
水:11:00-22:30
木:11:00-22:30
金:11:00-22:30
土:11:00-22:30
日:11:00-22:30",0,0,0,0,,https://punjabidhaba-halal-restaurant.business.site/,,128375720650541,,,,武蔵小杉駅徒歩3分,,,35.57906313,139.6591955,アルコール除菌手洗いを必須にしています,,,,,,2020-04-25 11:12:54,2020-04-25 11:12:54
17,1,3,1,,Powers新丸子,5,1,豪快な料理に大満足　南国気分ではしゃげるお店,神奈川県川崎市中原区,新丸子町７２９,1,1,"お弁当・ロコモコ・タコライス・ガパオライス・チキンカレー・グリーンカレー・焼豚玉子飯 etc：500円
Today's Special：800円～
ハンバーガー各種 with フライドポテト：700円～
ピザ各種：1500円",TAKE OUTは、営業時間中。ラストオーダー20時,0,0,0,1,準備中。15時〜20時で検討中,044-733-8698,"月・水・木：11:30-14-30、17:30-24:30
金・土：11:30-14-30、17:30-25:30
日・祝：17:00-23:00
火：定休日",0,0,0,0,,https://twitter.com/Powers_ara,Powers_ara,,,,http://www.powersbar.com/powers1/,新丸子駅徒歩1分,,,35.58086501,139.6609551,アルコール除菌、手洗い、マスク着用、なるべく席に間隔をとる、換気,出来る事はやります！この問題を乗り越えましょう！,,,,,2020-04-25 10:58:25,2020-04-25 10:58:25
16,0,1,1,,中華ダイニングキッチン　餃子のおがさや,2,-1,"炒め物と揚物を一品ずつ選べる「セット定食（税込み990円～）」はボリューム満点。餃子(税込み400円)の美味しさは本物！期間限定にて、超お得テイクアウト用丼ぶり(税込み690円)と持ち帰り生餃子（10人前50コ2,990円）を始めました。その他通常メニューもテイクアウト可。",神奈川県横浜市港北区,篠原北1-1-2,16,1,"焼き肉丼・マーボー丼・ショウカラ丼・ムアル丼・ホイコーロー丼　各６９０円（大盛り+５０円）
餃子(5コ)400円",店頭にてご注文承りますが、事前にお電話にてご注文いただけるとスムーズにお渡しできます。,0,0,0,0,,045-401-9484,ランチ11:30～15:30(l.o.15:30)　ディナー17:00～22:30(l.o.22:00) ＊但し自粛要請時は20:00クローズ,1,0,1,0,,,,,,,,菊名駅西口徒歩１分,,,35.509354,139.629715,カウンター席を間引いています。自動ドア解放による換気を行っています。各テーブルにおしぼりを置いてます。,,,,,,2020-04-20 16:10:28,2020-04-20 16:10:28
15,1,3,1,,どんぶり屋まぐろ大将,3,-1,まぐろ丼専門店（海鮮丼やにぎり寿司）  神奈川県三浦三崎港直送、天然まぐろ一本買いの店、  市場に出回らない希少部位もまぐろ丼やにぎり寿司でお楽しみ頂けます。,神奈川県川崎市幸区,下平間205  エトワールアダチ101,5,1,"
全品お持ち帰りできます。（配達はしておりませんが、UberEatsデリバリーサービスやってます）",お一つからご予約承ります。,0,1,0,0,,044-567-6079,"定休日
　月曜日　
　※　月曜日祭日は営業で翌火曜日定休
営業時間
　昼　11:30〜15:00
　夜　17:00〜21:00
　※　酢飯、ネタが終了の場合閉店させて頂きます。",0,0,0,0,,https://donburiya-magurotaisyo.com,,,,,,"最寄り駅

JR南武線鹿島田駅徒歩5分
JR横須賀線新川崎駅徒歩10分",,,35.552105,139.680023,当面、お持ち帰りのみの営業とさせて頂いております。,,,,,,2020-04-18 20:55:09,2020-04-18 20:55:09
14,0,-1,1,,Haru cafe,5,-1,料地とワインがリーズナブルに楽しめる隠れ家的なレストランです。,神奈川県横浜市青葉区,黒須田24-17,0,2,"・自家製パスタソースと生パスタのセット(２人前)1,620円
・ステーキ弁当1,620円
・前菜盛り合わせ(２人前)2,160円
など",当日のテイクアウトの詳細をSNSでお知らせしますので、よろしければfacebook、instagramのご登録よろしくお願い致します。,0,0,0,0,,045-507-9960,当面の間、金曜・土曜の10:00～13:00のテイクアウト販売のみとさせて頂きます。,1,0,1,0,,,,harucafe.azamino,harucafe_azamino,,,,,,35.57135,139.530472,手洗い・消毒を行った上で、手袋・マスク着用にて販売致します。,,,,,,2020-04-16 16:27:25,2020-04-16 16:27:25
13,0,1,1,,Eat & Smile,11,-1,食卓を囲む大切な人たちの笑顔をイメージして、季節の素材を使ったスイーツやお食事、デリ、スコーンなどをお作りしている小さなカフェです。世界に一つのオーダーケーキもお作りします。現在テイクアウトのみ営業しております。,神奈川県横浜市青葉区,あざみ野南1-16-8大谷ビル１Ｂ,0,1,"【デリ】

・ミートソースと温玉の玄米ドリア　800＋tax

・サーモンとホワイトソースの玄米ドリア　800＋tax

・鶏肉とほうれん草のココナッツミルクグリーンカレー（玄米）800＋tax

・三元豚のリエットとパダーノチーズのサラダBOX（パン付き）　850＋tax

・玄米のチキンライス目玉焼きのせ　800＋tax

・デリBOX Large（本日のお惣菜詰め合わせ）  750＋tax

・デリBOX（本日のお惣菜詰め合わせ） Small  500＋tax

・デリプディング　1cut 280＋tax

・低温調理チキンのサラダボウル　400＋tax

・フライドポテト　500＋tax



【スイーツ】

・いちごのグラスショートケーキ　650＋tax （13:30〜）

・ガトーショコラ（店内メニューと同じようにお一つずつ盛り付けたカフェスイーツパック）　600＋tax

・瀬戸内レモンケーキ（店内メニューと同じようにお一つずつ盛り付けたカフェスイーツパック）　600+tax

・カップケーキ　380〜

・パウンドケーキ

・ラスク

・メレンゲ

・アイシングクッキー　他



【その他】

・スコーン　250＋tax〜

・ドリンク類



※デリ、グラスショートケーキはご注文をいただいてからご用意します。お時間をいただきますので、できるだけお受け取りの30分以上前にお電話でご注文ください。","スムーズにお渡しできるよう、事前にお電話にてお問い合わせ・ご注文ください。
焼き菓子、スコーンなどは店内でお選びいただきすぐにお持ち帰りいただけます。

お食事系のお持ち帰りは、閉店の30分前までにご注文ください。",0,0,0,0,,045-509-1333,"定休日　毎週水曜日、第１・第３日曜日+不定期（ホームページ、インスタグラムでお知らせしています。）
営業時間　平日　11:30～18:00
　　　　　土日祝日　12:00～18:00",1,0,0,0,,https://eatandsmile.jp/wp-admin/,,Eat & Smile,eat.and.smile_,,,東急田園都市線あざみ野より徒歩6分,,アレルギーは個別に対応しておりますのでお気軽にお問い合わせください。,35.564053,139.553958,"現在店内のお席での営業はお休みし、テイクアウト営業のみとなっております。
喚起や消毒に気を付け、お待ちのお客様にはテラスでお待ちいただいております。","温かいもの、冷たいものと分けてお渡ししていますので、保冷バックやエコバックなどいくつかお持ちくださいますようご協力お願いいたします。
なるべく店頭でお待ちいただかずに済むよう、事前にお電話でご注文ください。",,,,,2020-04-16 14:11:17,2020-04-16 14:11:17
12,0,3,1,,そばくろ,3,-1,場で仕入れた新鮮な刺身などと一緒に！現在はテイクアウト専門で営業しています。,神奈川県横浜市青葉区,あざみ野2-9-10 野本ビル1F-A,0,1,"海老と野菜の天丼　1000円
カツ丼900円","11〜14
17〜20
",0,0,1,0,"12〜14
17〜20",0455009683,"定休日　日曜日
営業時間　11〜14   17〜20",1,1,1,0,,,,,,,,あざみ野駅　徒歩96秒,,,35.567982,139.551971,アルコール除菌スプレーで対策しています！,,,,,,2020-04-15 18:43:40,2020-04-15 18:43:57
11,0,1,1,,中国料理o8番地,2,-1,中国料理と蔵元直送ワインの店。町中華の概念とは違いバルやカフェのような内装。まだまだ認知されていない現地の中国料理を積極的に紹介しています。1本1本に個性のあるワインと共にお楽しみ下さい。,神奈川県横浜市青葉区,もえぎ野17-7,-1,1,グランドメニューより、麺類、スープを除く全てに対応。事前予約によりスムーズに受け渡し可。お弁当は内容に１日掛けて仕込む料理などを詰めている為2日前までに2個からお受け致します。,前日予約により、お昼(12時半～)からお受け渡しできます。ご来店いただいてのご注文はお時間頂戴えたしますので事前にご連絡下さいますようお願い致します。,0,0,0,0,,045-532-4898,"毎週水曜日定休　17:30~22:00(LO21:00)
只今自粛要請に伴い
17:30～20:00(テイクアウトは12:30～)
4月いっぱい休業、5月再開予定となっています。",1,1,0,0,,https://08banchi-yokohama.therestaurant.jp,,,08banchi,,食べログ,田園都市線藤が丘駅徒歩7分,,事前のご相談によりアレルギー対応いたします,35.548492,139.525398,"入店時の手指の消毒のご協力
席の充分な間隔を確保
必要に応じて店内換気の実施
営業時間の短縮",,,,,,2020-04-15 12:20:40,2020-04-15 12:20:40
10,0,1,1,,John's Kitchen,-1,-1,アメリカンレストラン,神奈川県横浜市青葉区,市ケ尾町1168-2 市ヶ尾センタービル,-1,1,ハンバーガー、サンドイッチ、サラダ、パスタ、デザートなど,"電話かLINEで注文をおねがいします。
受付時間は、11時より19時まで。
定休日は、木曜日です。",0,0,0,0,,0458781040,"営業時間　11時から19時
定休日　　木曜日",1,1,1,0,,https://johns-kitchen.com/,,,,@mfx5635j,,田園都市線　市が尾駅徒歩3分,,,35.553688,139.540573,,,,,,,2020-04-15 00:23:26,2020-04-15 00:23:26
9,0,1,1,,オステリアパーチェ,4,-1,横浜市青葉区の隠れ家イタリアン,神奈川県横浜市青葉区,荏田1476-1,0,1,,,0,0,0,0,,0459158544,"定休日毎週水曜日、第3火曜日
ランチ１２時〜２時
ディナー６時〜９時",1,1,0,0,,,,,pace0405,,,,,,35.562532,139.557522,,,,,,,2020-04-14 23:03:37,2020-04-14 23:03:37
8,0,1,1,,Cafe Bar Nibbles,9,-1,あざみ野駅近のワインバルです。お酒に合うおつまみ、また色々なスパイスを使った料理が売りです。テイクアウトにはおつまみの盛り合わせはおすすめ。また当店オリジナルのマリネに漬け込んでグリルしたチキンジャイロover ライスも人気です,神奈川県横浜市青葉区,新石川1-6-5 盛正ビル1F,0,1,"日替わりおつまみ2人前セット¥1112, 生ハムスライス（その場でお切りします）¥602, キッシュ¥700, ガパオライス¥806, タコライス¥806, チキンジャイロover ライス¥806","テイクアウトはピックアップのみになります。
店頭、またはお電話での注文を受け付けております
注文時間は12:00-20:00です。
デリバリーは行っておりませんがご近所なら可能かも？
ご相談ください！電チャリでかけつけます",0,0,0,0,ご近所でしたら要相談でデリバリー可能です。まずはご相談を！,045-507-5001,"5月6日まで自粛営業を行っております
平日12:00-20:00
Lunch time 12:00-15:00
Cafe & Drink Time 15:00-20:00",1,0,0,0,,https://cafe-bar-nibbles.jimdofree.com/,,cafe bar nibbles,,,,あざみ野駅から徒歩２分。OKスーパー向かいのあざみ野不動産の駐車場のとなり,,,35.568658,139.555055,"席の間引き、アルコールでの店内完全拭き掃除＆店員は全員マスク着用。来店者は手のアルコール消毒をお願いしております
また表裏にある窓は両方開けると非常に風通しがよく、それらを利用し頻繁に空気の入れ替えに行ってます",皆様のお役に少しでも立てればと思っております。自宅で過ごす時間が多くなった方々に当店の手作り料理を自宅でお楽しみください,,,,,2020-04-14 22:43:05,2020-04-14 22:44:48
